,Ch1,Ch2,Elapsed_time
0,1.126721e-12,-1.892162e-11,0.5823454856872559
1,7.561738e-13,-1.93138e-11,1.157348871231079
2,9.993456e-13,-1.864479e-11,1.7327916622161865
3,1.045664e-12,-1.897929e-11,2.3078503608703613
4,1.219357e-12,-1.87486e-11,2.8833606243133545
5,1.17304e-12,-1.929072e-11,3.458361864089966
6,9.87765e-13,-1.897929e-11,4.033075571060181
7,9.761861e-13,-1.90831e-11,4.608056545257568
8,8.488119e-13,-1.949834e-11,5.1837005615234375
9,1.010925e-12,-1.862172e-11,5.758265018463135
10,1.161461e-12,-1.828721e-11,6.333289384841919
11,1.427791e-12,-1.931379e-11,6.908649921417236
12,1.369892e-12,-1.910617e-11,7.483218193054199
13,1.624644e-12,-1.850637e-11,8.058674335479736
14,1.960451e-12,-1.907156e-11,8.633509874343872
15,2.350915e-13,-1.903696e-11,9.208981990814209
16,2.01835e-12,-1.857558e-11,9.783599853515625
17,2.273101e-12,-1.901389e-11,10.358500003814697
18,1.856236e-12,-1.930225e-11,10.9345121383667
19,1.72886e-12,-1.930226e-11,11.509445667266846
20,2.249941e-12,-1.887548e-11,12.084539890289307
21,1.555166e-12,-1.915231e-11,12.659723043441772
22,2.01835e-12,-1.924458e-11,13.234130382537842
23,1.636222e-12,-1.947528e-11,13.809913396835327
24,1.763598e-12,-1.846023e-11,14.385162353515625
25,9.530272e-13,-1.886394e-11,14.96035885810852
26,1.983611e-12,-1.906003e-11,15.535430431365967
27,2.029929e-12,-1.90831e-11,16.110482931137085
28,1.323574e-12,-1.91177e-11,16.685739278793335
29,1.566746e-12,-1.940607e-11,17.26038932800293
