,Ch1,Ch2,Elapsed_time
0,-5.754069e-13,-5.526657e-11,0.5800838470458984
1,-8.996315e-13,-5.532425e-11,1.154883861541748
2,-5.754069e-13,-5.582023e-11,1.7302336692810059
3,-5.433197e-14,-5.534733e-11,2.3055572509765625
4,-2.280233e-13,-5.541653e-11,2.8809468746185303
5,-9.112108e-13,-5.533579e-11,3.455860137939453
6,-8.533148e-13,-5.585483e-11,4.031240701675415
7,-1.932846e-13,-5.505895e-11,4.606162071228027
8,-8.069951e-13,-5.580869e-11,5.181240081787109
9,-5.175105e-13,-5.553188e-11,5.7567970752716064
10,3.277912e-13,-5.612013e-11,6.331508159637451
11,3.972686e-13,-5.545113e-11,6.9063146114349365
12,-2.164436e-13,-5.520892e-11,7.481398582458496
13,-3.785553e-13,-5.542807e-11,8.05706262588501
14,-8.301537e-13,-5.546267e-11,8.63220763206482
15,-5.175105e-13,-5.518584e-11,9.206930875778198
16,-1.701265e-13,-5.522044e-11,9.782036066055298
17,-3.438166e-13,-5.565873e-11,10.35792064666748
18,-2.396026e-13,-5.568181e-11,10.932542324066162
19,-6.591038e-14,-5.538192e-11,11.508056402206421
20,7.304357e-14,-5.545113e-11,12.08261752128601
21,-8.533122e-13,-5.561261e-11,12.658090353012085
22,3.046326e-13,-5.545113e-11,13.232909917831421
23,-5.406686e-13,-5.494362e-11,13.807719230651855
24,2.814745e-13,-5.569335e-11,14.38313102722168
25,8.462285e-14,-5.588943e-11,14.957826614379883
26,-4.017147e-13,-5.553188e-11,15.53319501876831
27,-3.669764e-13,-5.519739e-11,16.10825204849243
28,-2.511823e-13,-5.486287e-11,16.68344235420227
29,8.462285e-14,-5.564721e-11,17.25834321975708
