,Ch1,Ch2,Elapsed_time
0,4.782637e-13,-1.96829e-11,0.5712711811065674
1,1.7057e-12,-1.8714e-11,1.1461751461029053
2,1.960451e-12,-1.959063e-11,1.7216577529907227
3,1.508847e-12,-1.910617e-11,2.2963311672210693
4,1.856233e-12,-1.96137e-11,2.871570110321045
5,1.173039e-12,-1.885241e-11,3.4464058876037598
6,1.798336e-12,-1.987899e-11,4.020984172821045
7,1.613063e-12,-2.000588e-11,4.596094608306885
8,1.045663e-12,-1.95791e-11,5.171463966369629
9,1.948871e-12,-1.907157e-11,5.746751546859741
10,1.369891e-12,-1.895623e-11,6.32210898399353
11,1.091982e-12,-1.953296e-11,6.896931171417236
12,1.311994e-12,-1.959063e-11,7.472245693206787
13,1.068822e-12,-1.980979e-11,8.04693603515625
14,1.856235e-12,-1.945222e-11,8.621797561645508
15,1.288834e-12,-1.952142e-11,9.197082996368408
16,1.103561e-12,-1.909464e-11,9.772111654281616
17,1.184618e-12,-1.992513e-11,10.347626447677612
18,1.346732e-12,-1.9879e-11,10.923049449920654
19,1.010923e-12,-1.969444e-11,11.497693300247192
20,1.010924e-12,-1.998281e-11,12.072939395904541
21,8.14071e-13,-1.955602e-11,12.64754319190979
22,9.067074e-13,-1.978672e-11,13.223049640655518
23,1.010924e-12,-1.942914e-11,13.797840356826782
24,6.866955e-13,-1.942914e-11,14.37264370918274
25,1.207777e-12,-1.933687e-11,14.948226690292358
26,1.520426e-12,-1.979824e-11,15.523528337478638
27,1.277254e-12,-1.942914e-11,16.0986909866333
28,9.646056e-13,-1.935993e-11,16.673734188079834
29,7.445932e-13,-1.93484e-11,17.24889612197876
