,Ch1,Ch2,Elapsed_time
0,1.58991e-12,-1.977516e-11,0.5767667293548584
1,5.940656e-13,-2.070945e-11,1.151181936264038
2,1.335159e-12,-1.983283e-11,1.7269642353057861
3,7.214407e-13,-1.983282e-11,2.3020334243774414
4,1.057249e-12,-1.987896e-11,2.876554489135742
5,1.254102e-12,-1.945218e-11,3.452038049697876
6,1.080408e-12,-1.967134e-11,4.027427911758423
7,8.488167e-13,-1.977515e-11,4.602108001708984
8,6.635426e-13,-1.926762e-11,5.17764949798584
9,1.230943e-12,-2.038649e-11,5.752744197845459
10,1.219364e-12,-1.969441e-11,6.3277060985565186
11,7.677596e-13,-1.98559e-11,6.902721643447876
12,9.761913e-13,-1.978669e-11,7.477723836898804
13,1.775182e-12,-1.960213e-11,8.052786588668823
14,6.172259e-13,-1.990203e-11,8.627733707427979
15,8.256573e-13,-2.040956e-11,9.203279733657837
16,7.446014e-13,-1.956753e-11,9.77846097946167
17,6.056449e-13,-2.04903e-11,10.353186845779419
18,6.056457e-13,-1.984437e-11,10.928684711456299
19,6.40384e-13,-2.043263e-11,11.503341674804688
20,4.203729e-13,-1.99251e-11,12.078567028045654
21,4.782702e-13,-2.034035e-11,12.653531312942505
22,8.719761e-13,-2.043263e-11,13.228944540023804
23,1.439376e-12,-1.987896e-11,13.804337978363037
24,9.298721e-13,-2.009813e-11,14.378831148147583
25,1.902558e-12,-2.08248e-11,14.953805685043335
26,1.207783e-12,-1.994818e-11,15.529130697250366
27,2.562594e-12,-2.032882e-11,16.104097604751587
28,7.330208e-13,-2.035188e-11,16.67951726913452
29,8.024991e-13,-2.046722e-11,17.254605054855347
