,Ch1,Ch2,Elapsed_time
0,-7.259341e-13,-5.741195e-11,0.5766913890838623
1,-8.764673e-13,-5.77349e-11,1.1520304679870605
2,-4.71186e-13,-5.773492e-11,1.72723388671875
3,-3.322329e-13,-5.780413e-11,2.302175283432007
4,-2.511771e-13,-5.753883e-11,2.877309560775757
5,-4.827662e-13,-5.81963e-11,3.4525012969970703
6,-6.590605e-14,-5.801173e-11,4.027254343032837
7,-5.86981e-13,-5.772338e-11,4.602660417556763
8,-3.206532e-13,-5.82309e-11,5.177668809890747
9,-7.606723e-13,-5.817322e-11,5.7523698806762695
10,-1.165952e-12,-5.768878e-11,6.327809810638428
11,-9.343628e-13,-5.812709e-11,6.902957916259766
12,-1.374382e-12,-5.805788e-11,7.47722601890564
13,-8.007917e-15,-5.765417e-11,8.053006887435913
14,-6.448774e-13,-5.783872e-11,8.627408742904663
15,-1.108054e-12,-5.805788e-11,9.202653884887695
16,-1.247008e-12,-5.798866e-11,9.778634071350098
17,-7.375129e-13,-5.821937e-11,10.353655338287354
18,-3.553915e-13,-5.783872e-11,10.92881965637207
19,-6.101395e-13,-5.742349e-11,11.503090858459473
20,-4.132896e-13,-5.757342e-11,12.078959941864014
21,-1.353835e-13,-5.794255e-11,12.653494358062744
22,4.988848e-14,-5.790793e-11,13.228697776794434
23,-6.911962e-13,-5.77003e-11,13.803996086120605
24,-2.280173e-13,-5.731968e-11,14.378855228424072
25,-3.206528e-13,-5.782717e-11,14.953739881515503
26,1.515064e-14,-5.750423e-11,15.529524087905884
27,-1.469627e-13,-5.801173e-11,16.104342222213745
28,6.520205e-13,-5.742348e-11,16.67959213256836
29,-3.116604e-14,-5.793101e-11,17.25435495376587
