,Ch1,Ch2,Elapsed_time
0,5.793292e-12,-4.071017e-11,0.5693783760070801
1,1.512982e-14,-3.983354e-11,1.144834041595459
2,5.477858e-13,-3.97874e-11,1.7193777561187744
3,2.921581e-12,-4.042181e-11,2.2939372062683105
4,6.172641e-13,-4.08601e-11,2.869910955429077
5,2.698783e-13,-4.015652e-11,3.4442028999328613
6,4.635347e-12,-4.090624e-11,4.019398927688599
7,1.578358e-12,-4.046794e-11,4.5951831340789795
8,2.365767e-12,-4.041026e-11,5.17038631439209
9,1.682576e-12,-3.951056e-11,5.745673894882202
10,-1.701438e-13,-4.035259e-11,6.320564270019531
11,7.44637e-13,-4.005269e-11,6.895031452178955
12,4.565869e-12,-4.066403e-11,7.470842361450195
13,2.805787e-12,-4.088317e-11,8.045366048812866
14,5.941025e-13,-4.013346e-11,8.621049880981445
15,3.454238e-12,-4.049101e-11,9.19615387916565
16,1.381508e-12,-3.985661e-11,9.77047324180603
17,3.836361e-12,-4.083704e-11,10.345973253250122
18,4.612187e-12,-4.076785e-11,10.921455383300781
19,3.509363e-13,-4.08255e-11,11.496070384979248
20,1.219394e-12,-4.080244e-11,12.071845293045044
21,3.674248e-12,-4.086011e-11,12.646772384643555
22,1.656639e-13,-4.065248e-11,13.221609115600586
23,1.914165e-12,-4.039873e-11,13.796242952346802
24,3.62793e-12,-4.083705e-11,14.37125301361084
25,2.698787e-13,-4.081396e-11,14.947279214859009
26,5.246268e-13,-4.087164e-11,15.52201795578003
27,1.513069e-14,-4.050254e-11,16.0969078540802
28,5.130479e-13,-4.121766e-11,16.67186713218689
29,1.057284e-12,-4.030645e-11,17.24721360206604
