,Ch1,Ch2,Elapsed_time
0,2.064661e-12,-1.43424e-11,0.5789108276367188
1,1.068813e-12,-1.426165e-11,1.1536743640899658
2,1.856228e-12,-1.395022e-11,1.7285711765289307
3,2.203616e-12,-1.392715e-11,2.304255247116089
4,1.393043e-12,-1.401943e-11,2.878601312637329
5,1.670954e-12,-1.451541e-11,3.454371929168701
6,1.126712e-12,-1.435393e-11,4.0285937786102295
7,1.335145e-12,-1.366185e-11,4.603776216506958
8,1.543579e-12,-1.415784e-11,5.179656982421875
9,1.798329e-12,-1.38118e-11,5.753683567047119
10,1.450941e-12,-1.427319e-11,6.329543590545654
11,1.670955e-12,-1.414631e-11,6.904147624969482
12,1.705693e-12,-1.389254e-11,7.4797022342681885
13,2.909973e-12,-1.450388e-11,8.055097579956055
14,1.728852e-12,-1.410017e-11,8.629646301269531
15,2.006763e-12,-1.413477e-11,9.204813480377197
16,1.890966e-12,-1.412324e-11,9.779570579528809
17,2.979451e-12,-1.392715e-11,10.355458736419678
18,1.890967e-12,-1.419245e-11,10.930529594421387
19,1.416201e-12,-1.456155e-11,11.505391597747803
20,2.076241e-12,-1.399636e-11,12.080976009368896
21,2.238355e-12,-1.390408e-11,12.65619421005249
22,2.006762e-12,-1.458462e-11,13.231096029281616
23,2.192036e-12,-1.395021e-11,13.805706024169922
24,2.018342e-12,-1.395021e-11,14.381304740905762
25,1.520419e-12,-1.341962e-11,14.956400632858276
26,1.636215e-12,-1.382333e-11,15.531405687332153
27,2.249934e-12,-1.359264e-11,16.10654067993164
28,3.546852e-12,-1.352343e-11,16.681642770767212
29,1.439361e-12,-1.303898e-11,17.25669240951538
