,Ch1,Ch2,Elapsed_time
0,1.346721e-12,-1.258913e-11,0.5794153213500977
1,1.196186e-12,-1.202393e-11,1.1545796394348145
2,1.439358e-12,-1.200087e-11,1.7296383380889893
3,9.877537e-13,-1.188552e-11,2.3039615154266357
4,1.207766e-12,-1.245072e-11,2.8795812129974365
5,1.288823e-12,-1.264681e-11,3.4548258781433105
6,4.203517e-13,-1.268141e-11,4.030001640319824
7,1.126709e-12,-1.220849e-11,4.604532957077026
8,1.034072e-12,-1.212774e-11,5.179517507553101
9,9.877537e-13,-1.196626e-11,5.755028486251831
10,9.29856e-13,-1.153948e-11,6.330302000045776
11,7.098419e-13,-1.241611e-11,6.904896020889282
12,6.866829e-13,-1.243918e-11,7.480189085006714
13,4.5509e-13,-1.230077e-11,8.055062055587769
14,2.350754e-13,-1.276216e-11,8.630597829818726
15,1.11513e-12,-1.20124e-11,9.205708980560303
16,8.372174e-13,-1.236997e-11,9.78101658821106
17,7.561603e-13,-1.235844e-11,10.355919122695923
18,1.184608e-12,-1.230077e-11,10.930941104888916
19,1.265665e-12,-1.195473e-11,11.505431890487671
20,1.462518e-12,-1.209314e-11,12.081153631210327
21,1.578313e-12,-1.230077e-11,12.656461000442505
22,1.381461e-12,-1.23123e-11,13.231160640716553
23,1.879385e-12,-1.272755e-11,13.806552410125732
24,1.740428e-12,-1.208161e-11,14.381935596466064
25,7.330018e-13,-1.251992e-11,14.957183122634888
26,1.022492e-12,-1.233537e-11,15.532280683517456
27,9.877537e-13,-1.208161e-11,16.106974840164185
28,7.445819e-13,-1.247379e-11,16.682443618774414
29,1.161447e-12,-1.265834e-11,17.25709080696106
