,Ch1,Ch2,Elapsed_time
0,5.362147e-13,-4.827675e-11,0.5763988494873047
1,2.467258e-13,-4.869198e-11,1.1510868072509766
2,-6.796317e-13,-4.850743e-11,1.7265892028808594
3,1.88829e-13,-4.869198e-11,2.301776885986328
4,5.01476e-13,-4.774616e-11,2.876539468765259
5,6.52008e-13,-4.799992e-11,3.4521100521087646
6,5.941107e-13,-4.836902e-11,4.026948690414429
7,7.678034e-13,-4.840361e-11,4.602200269699097
8,9.53074e-13,-4.831134e-11,5.17729377746582
9,4.667378e-13,-4.825368e-11,5.752392530441284
10,1.077723e-13,-4.805758e-11,6.327132225036621
11,2.671778e-14,-4.84959e-11,6.901896238327026
12,8.256989e-13,-4.848437e-11,7.4772045612335205
13,3.829619e-14,-4.82652e-11,8.052536487579346
14,-2.627707e-13,-4.856511e-11,8.627668142318726
15,-1.585542e-13,-4.8023e-11,9.202266693115234
16,3.55705e-15,-4.855357e-11,9.777269124984741
17,4.204198e-13,-4.843824e-11,10.352839231491089
18,-1.469744e-13,-4.823061e-11,10.928159236907959
19,-6.101526e-13,-4.872659e-11,11.502703189849854
20,-7.491069e-13,-4.841516e-11,12.07825779914856
21,-3.66986e-13,-4.842671e-11,12.652945041656494
22,-6.591949e-14,-4.911876e-11,13.228322982788086
23,6.404278e-13,-4.858819e-11,13.80299162864685
24,7.214849e-13,-4.838057e-11,14.378863096237183
25,2.467271e-13,-4.904956e-11,14.953689575195312
26,9.619259e-14,-4.907263e-11,15.529062032699585
27,7.303446e-14,-4.894575e-11,16.103767156600952
28,-1.585533e-13,-4.866893e-11,16.67926335334778
29,6.867458e-13,-4.842669e-11,17.25332021713257
