,Ch1,Ch2,Elapsed_time
0,1.925712e-12,-1.774509e-11,0.5716626644134521
1,1.520426e-12,-1.803345e-11,1.1472785472869873
2,1.844654e-12,-1.818341e-11,1.7215557098388672
3,1.311992e-12,-1.78143e-11,2.2974801063537598
4,8.140697e-13,-1.786044e-11,2.8726625442504883
5,1.890971e-12,-1.769895e-11,3.4473516941070557
6,1.497266e-12,-1.777969e-11,4.022725582122803
7,2.307838e-12,-1.72491e-11,4.597883701324463
8,1.890972e-12,-1.732984e-11,5.1727471351623535
9,3.801607e-12,-1.392712e-11,5.747892618179321
10,1.566744e-12,-1.812574e-11,6.323068380355835
11,1.196196e-12,-1.741058e-11,6.897826433181763
12,1.497266e-12,-1.777969e-11,7.473048448562622
13,1.219356e-12,-1.840256e-11,8.048583507537842
14,9.646047e-13,-1.812573e-11,8.62398648262024
15,1.11514e-12,-1.772202e-11,9.19871473312378
16,1.381471e-12,-1.771048e-11,9.773657321929932
17,1.589904e-12,-1.804499e-11,10.3489990234375
18,1.300413e-12,-1.826415e-11,10.924126386642456
19,1.39305e-12,-1.783737e-11,11.498611688613892
20,1.010924e-12,-1.789504e-11,12.07450556755066
21,1.508846e-12,-1.752593e-11,12.64934253692627
22,1.844655e-12,-1.776816e-11,13.22368597984314
23,1.589904e-12,-1.742212e-11,13.798700332641602
24,1.68254e-12,-1.73183e-11,14.374564409255981
25,1.450948e-12,-1.789504e-11,14.948726892471313
26,1.068822e-12,-1.741058e-11,15.524786949157715
27,1.462528e-12,-1.762974e-11,16.099997997283936
28,1.508846e-12,-1.757207e-11,16.67479944229126
29,1.393049e-12,-1.741058e-11,17.249918699264526
