,Ch1,Ch2,Elapsed_time
0,1.022535e-12,-3.174791e-11,0.5726799964904785
1,1.045694e-12,-3.20478e-11,1.1475207805633545
2,1.126752e-12,-3.255532e-11,1.723048448562622
3,6.635712e-13,-3.230156e-11,2.2973852157592773
4,1.034114e-12,-3.273987e-11,2.8723227977752686
5,7.330469e-13,-3.189785e-11,3.4480972290039062
6,1.62467e-12,-3.235923e-11,4.023268699645996
7,1.63625e-12,-3.222081e-11,4.598336696624756
8,9.646377e-13,-3.181711e-11,5.17299222946167
9,8.488431e-13,-3.169023e-11,5.748834133148193
10,9.646377e-13,-3.220927e-11,6.32364296913147
11,1.115171e-12,-3.192092e-11,6.898593902587891
12,8.835818e-13,-3.194398e-11,7.473586797714233
13,4.20402e-13,-3.258992e-11,8.048156499862671
14,7.562072e-13,-3.207087e-11,8.624160528182983
15,8.256833e-13,-3.223235e-11,9.198607444763184
16,1.193342e-13,-3.189785e-11,9.773471355438232
17,1.034114e-12,-3.237077e-11,10.348724603652954
18,8.141044e-13,-3.173637e-11,10.924026250839233
19,1.103592e-12,-3.175943e-11,11.49932861328125
20,7.909454e-13,-3.209393e-11,12.074481964111328
21,6.751509e-13,-3.166717e-11,12.649438858032227
22,6.288325e-13,-3.262452e-11,13.224699020385742
23,1.890999e-12,-3.09751e-11,13.79938292503357
24,1.068853e-12,-3.16441e-11,14.374704360961914
25,9.762174e-13,-3.227848e-11,14.950042486190796
26,4.667187e-13,-3.203626e-11,15.524844884872437
27,9.414787e-13,-3.231309e-11,16.100175857543945
28,9.993777e-13,-3.248611e-11,16.675117254257202
29,5.593546e-13,-3.255531e-11,17.250484466552734
