,Ch1,Ch2,Elapsed_time
0,1.077753e-13,-5.012226e-11,0.5725691318511963
1,-4.364599e-13,-4.96378e-11,1.147073745727539
2,4.78317e-13,-5.008763e-11,1.7219583988189697
3,3.856811e-13,-5.02722e-11,2.2972686290740967
4,9.299154e-13,-4.933791e-11,2.872547149658203
5,-2.280294e-13,-4.958014e-11,3.447890043258667
6,3.829792e-14,-5.016839e-11,4.022804021835327
7,-1.469731e-13,-5.069898e-11,4.597970724105835
8,1.513893e-14,-5.038752e-11,5.1728363037109375
9,2.671908e-14,-5.041062e-11,5.748491525650024
10,4.551589e-13,-5.013379e-11,6.322838544845581
11,5.014782e-13,-5.016839e-11,6.897625923156738
12,1.54092e-13,-5.052595e-11,7.473475456237793
13,6.86748e-13,-5.01453e-11,8.048625469207764
14,1.888307e-13,-5.000691e-11,8.623617172241211
15,1.393096e-12,-5.036448e-11,9.198449850082397
16,5.246346e-13,-5.021453e-11,9.773796319961548
17,8.835996e-13,-5.014533e-11,10.349042415618896
18,-4.275703e-14,-5.069897e-11,10.92385482788086
19,3.625234e-13,-5.077971e-11,11.498926639556885
20,8.488605e-13,-4.961473e-11,12.07395339012146
21,8.141222e-13,-5.015685e-11,12.648639917373657
22,7.303576e-14,-5.052594e-11,13.22442078590393
23,-5.869923e-13,-5.073358e-11,13.798485279083252
24,8.461591e-14,-5.044521e-11,14.373998641967773
25,3.559653e-15,-5.012225e-11,14.949574947357178
26,2.235694e-13,-5.062975e-11,15.5247802734375
27,3.560086e-15,-5.03414e-11,16.09962487220764
28,-2.28029e-13,-5.038755e-11,16.674768686294556
29,-7.143661e-13,-4.991463e-11,17.249733686447144
