,Ch1,Ch2,Elapsed_time
0,1.763623e-12,-2.97063e-11,0.5696461200714111
1,2.31944e-12,-3.00754e-11,1.1451025009155273
2,1.717305e-12,-2.9441e-11,1.7199034690856934
3,1.34676e-12,-2.925646e-11,2.295452117919922
4,1.58993e-12,-2.876047e-11,2.869969606399536
5,1.462556e-12,-2.952175e-11,3.445974588394165
6,1.207806e-12,-2.921031e-11,4.021076679229736
7,1.057273e-12,-2.953329e-11,4.596010684967041
8,2.018372e-12,-2.92334e-11,5.170381784439087
9,1.416237e-12,-2.849518e-11,5.746379137039185
10,8.141023e-13,-2.892196e-11,6.321206092834473
11,2.180486e-12,-2.857592e-11,6.896599292755127
12,2.08785e-12,-2.909498e-11,7.470970869064331
13,1.404658e-12,-2.960249e-11,8.046516180038452
14,1.335181e-12,-2.926799e-11,8.62175965309143
15,1.752043e-12,-2.962556e-11,9.196040153503418
16,1.659407e-12,-2.946408e-11,9.77115774154663
17,1.578351e-12,-2.887582e-11,10.346794128417969
18,1.821521e-12,-2.874893e-11,10.92174220085144
19,1.752044e-12,-2.989085e-11,11.497452974319458
20,1.242544e-12,-2.981011e-11,12.072219133377075
21,2.481553e-12,-2.893349e-11,12.647138595581055
22,3.025791e-12,-2.840289e-11,13.22223973274231
23,1.798361e-12,-2.912957e-11,13.79744553565979
24,2.006793e-12,-3.002927e-11,14.372191429138184
25,1.902577e-12,-2.982163e-11,14.948017358779907
26,9.762165e-13,-2.979858e-11,15.522861957550049
27,1.242544e-12,-2.972937e-11,16.097054481506348
28,2.07627e-12,-3.00754e-11,16.672972440719604
29,1.36992e-12,-2.994852e-11,17.247562170028687
